DEBUG: General     , 1684707806327> 593,808> LoggerManager.init                  > Initializing...
LOG  : Network     , 1684707837442> 624,915> *** SERVER STARTED ****
LOG  : Network     , 1684707837443> 624,917> *** Steam is enabled
LOG  : Network     , 1684707837445> 624,918> Server is listening on port 16261 (for Steam connection) and port 16262 (for UDPRakNet connection)
LOG  : Network     , 1684707837446> 624,919> Clients should use 16261 port for connections
LOG  : General     , 1684707837447> 624,921> LuaNet: Initializing...
LOG  : General     , 1684707837449> 624,922> LuaNet: Registering server listener...
LOG  : General     , 1684707837450> 624,923> LuaNet: Initialization [DONE], triggering events for 'LuaNet.onInitAdd'.
LOG  : Network     , 1684707837451> 624,924> DISCORD: token not configured
LOG  : Network     , 1684707837452> 624,925> *** DISCORD DISABLED ****
LOG  : General     , 1684707837453> 624,927> ##########
Server Steam ID 90172721700098056
##########
LOG  : Multiplayer , 1684707837464> 624,938> [MPStatistics] mem usage notification threshold=8,160,437,760
LOG  : General     , 1684707837470> 624,944> RCON: listening on port 27015
LOG  : Network     , 1684707838145> 625,618> [21-05-23 22:23:58.145] > ZNet: SSteamSDK -> SZombienet: OnPolicyResponse
LOG  : Network     , 1684707838146> 625,620> [21-05-23 22:23:58.146] > ZNet: OnPolicyResponse
LOG  : Network     , 1684707838147> 625,621> [21-05-23 22:23:58.147] > ZNet: SZombienet -> SSteamSDK: BSecure
LOG  : Network     , 1684707838148> 625,622> [21-05-23 22:23:58.148] > ZNet: Zomboid Server is VAC Secure
LOG  : Network     , 1684707882144> 669,617> [21-05-23 22:24:42.144] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1684707882145> 669,618> [21-05-23 22:24:42.145] > ZNet: OnP2PSessionRequest: idx=1 SteamID=76561198433892438
LOG  : Network     , 1684707882146> 669,619> [21-05-23 22:24:42.145] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : Network     , 1684707885870> 673,344> [21-05-23 22:24:45.870] > ZNet: SRakNet -> SZombienet: RakNetRecvFrom
LOG  : Network     , 1684707885871> 673,345> [21-05-23 22:24:45.871] > ZNet: SZombienet -> SZombienet: OnMsgVersionMessage
LOG  : Network     , 1684707885872> 673,346> [21-05-23 22:24:45.872] > ZNet: Client version=41.78.16 matches server version=41.78.16
LOG  : Network     , 1684707885873> 673,346> [21-05-23 22:24:45.873] > ZNet: hnote over SZombienet : **ZNetServerInfoMessage**
LOG  : Network     , 1684707885874> 673,347> [21-05-23 22:24:45.874] > ZNet: SZombienet -> SSteamSDK: SendP2PPacket
LOG  : Network     , 1684707901115> 688,588> [21-05-23 22:25:01.115] > ZNet: SRakNet -> SZombienet: OnNewConnection
LOG  : Network     , 1684707901116> 688,589> [21-05-23 22:25:01.116] > ZNet: OnNewConnection: 191.152.221.158:256 incoming=1 state=Connected
LOG  : Network     , 1684707901118> 688,592> [21-05-23 22:25:01.118] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1684707901120> 688,593> [21-05-23 22:25:01.120] > ConnectionManager: [RakNet] "new-incoming-connection" connection: guid=738590418307476830 ip=null steam-id=0 access= username="null" connection-type="Disconnected"
LOG  : Network     , 1684707901462> 688,935> [21-05-23 22:25:01.462] > ZNet: SRakNet -> SZombienet: OnReceive
LOG  : Network     , 1684707901463> 688,936> [21-05-23 22:25:01.463] > ZNet: SZombienet -> SZombienet: ProcessPacket
LOG  : Network     , 1684707901464> 688,937> [21-05-23 22:25:01.464] > ZNet: Client has begun authentication
LOG  : Network     , 1684707901464> 688,938> [21-05-23 22:25:01.464] > ZNet: SZombienet -> SZombienet: OnClientBeginAuth
LOG  : General     , 1684707901466> 688,939> Steam client 76561198433892438 is initiating a connection.
LOG  : Network     , 1684707901469> 688,943> [21-05-23 22:25:01.469] > ZNet: got token from the client
LOG  : Network     , 1684707901470> 688,943> [21-05-23 22:25:01.470] > ZNet: SZombienet -> SSteamSDK: BeginAuthSession
LOG  : Network     , 1684707901471> 688,944> [21-05-23 22:25:01.471] > ZNet: BeginAuthSession() ok
LOG  : Network     , 1684707902845> 690,318> [21-05-23 22:25:02.845] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1684707902846> 690,319> [21-05-23 22:25:02.846] > ZNet: OnValidateAuthTicketResponse response=OK SteamID=76561198433892438
LOG  : Network     , 1684707902846> 690,320> [21-05-23 22:25:02.846] > ZNet: Auth succeeded
LOG  : Network     , 1684707902847> 690,321> [21-05-23 22:25:02.847] > ZNet: hnote over SZombienet : **mtMsgServerAuthPassed**
LOG  : Network     , 1684707902848> 690,322> [21-05-23 22:25:02.848] > ZNet: SZombienet -> SZombienet: SendServerMessage
DEBUG: Voice       , 1684707902883> 690,357> VoiceManager.VoiceConnectAccept     > uuid=a4000127db96d5e
LOG  : Network     , 1684707903102> 690,576> [21-05-23 22:25:03.102] > ConnectionManager: [receive-packet] "login" connection: guid=738590418307476830 ip=null steam-id=0 access= username="null" connection-type="Steam"
LOG  : Network     , 1684707903103> 690,577> [21-05-23 22:25:03.103] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1684707903104> 690,578> [21-05-23 22:25:03.104] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientSteamID
LOG  : Network     , 1684707903105> 690,579> [21-05-23 22:25:03.105] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientOwnerSteamID
LOG  : General     , 1684707903107> 690,580> User douglasJovenil is trying to connect.
DEBUG: Multiplayer , 1684707903113> 690,587> GameServer.receiveLogin             > User douglasJovenil ping 17 ms
LOG  : Network     , 1684707903182> 690,656> [21-05-23 22:25:03.182] > ConnectionManager: [receive-packet] "client-connect" connection: guid=738590418307476830 ip=191.152.221.158 steam-id=76561198433892438 access= username="douglasJovenil" connection-type="Steam"
LOG  : Network     , 1684707903185> 690,659> Connected new client douglasJovenil ID # 0
DEBUG: Multiplayer , 1684707903214> 690,688> RequestDataPacket.sendConnectingDetails> ConnectionDetails 53975b
LOG  : Network     , 1684707903216> 690,689> [21-05-23 22:25:03.216] > ConnectionManager: [send-packet] "connection-details" connection: guid=738590418307476830 ip=191.152.221.158 steam-id=76561198433892438 access= username="douglasJovenil" connection-type="Steam"
LOG  : Network     , 1684707916044> 703,517> [21-05-23 22:25:16.044] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1684707916045> 703,518> [21-05-23 22:25:16.045] > ZNet: OnValidateAuthTicketResponse response=AuthTicketCanceled SteamID=76561198433892438
LOG  : Network     , 1684707916046> 703,519> [21-05-23 22:25:16.046] > ZNet: Auth failed response=AuthTicketCanceled state=3 SteamID=76561198433892438
LOG  : Network     , 1684707916047> 703,520> [21-05-23 22:25:16.047] > ZNet: hnote over CZombienet : **ZNetAuthFailedMessage**
LOG  : Network     , 1684707916047> 703,521> [21-05-23 22:25:16.047] > ZNet: SZombienet -> SZombienet: SendServerMessage
LOG  : Network     , 1684707916048> 703,522> [21-05-23 22:25:16.048] > ZNet: Disconnect: AuthTicketCanceled (1104) SteamID=76561198433892438
LOG  : Network     , 1684707917141> 704,615> [21-05-23 22:25:17.141] > ZNet: Finally disconnected client 76561198433892438
LOG  : Network     , 1684707917142> 704,616> [21-05-23 22:25:17.142] > ZNet: SZombienet -> SZombienet: CloseConnection
LOG  : Network     , 1684707917143> 704,617> [21-05-23 22:25:17.143] > ZNet: CloseConnection: Finally disconnected (1101) SteamID=76561198433892438
LOG  : Network     , 1684707917144> 704,617> [21-05-23 22:25:17.144] > ZNet: SZombienet -> SSteamSDK: CloseP2PSessionWithUser
LOG  : Network     , 1684707917146> 704,620> [21-05-23 22:25:17.146] > ZNet: SZombienet -> SSteamSDK: EndAuthSession
LOG  : Network     , 1684707917641> 705,115> [21-05-23 22:25:17.641] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1684707917643> 705,116> [21-05-23 22:25:17.643] > ZNet: OnP2PSessionRequest: idx=1 SteamID=76561198433892438
LOG  : Network     , 1684707917644> 705,117> [21-05-23 22:25:17.644] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : Network     , 1684707921198> 708,672> [21-05-23 22:25:21.198] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921199> 708,673> [21-05-23 22:25:21.199] > ZNet: Disconnect: Unknown sender (1101) SteamID=76561198433892438
LOG  : Network     , 1684707921210> 708,684> [21-05-23 22:25:21.210] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921221> 708,695> [21-05-23 22:25:21.221] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921233> 708,707> [21-05-23 22:25:21.233] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921244> 708,718> [21-05-23 22:25:21.244] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921256> 708,729> [21-05-23 22:25:21.256] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921267> 708,741> [21-05-23 22:25:21.267] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921279> 708,752> [21-05-23 22:25:21.279] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921291> 708,764> [21-05-23 22:25:21.291] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921303> 708,776> [21-05-23 22:25:21.303] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921314> 708,788> [21-05-23 22:25:21.314] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921326> 708,799> [21-05-23 22:25:21.326] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921338> 708,811> [21-05-23 22:25:21.337] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921349> 708,823> [21-05-23 22:25:21.349] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921361> 708,835> [21-05-23 22:25:21.361] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921373> 708,847> [21-05-23 22:25:21.373] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921385> 708,858> [21-05-23 22:25:21.385] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921396> 708,870> [21-05-23 22:25:21.396] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921408> 708,882> [21-05-23 22:25:21.408] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921420> 708,894> [21-05-23 22:25:21.420] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921432> 708,906> [21-05-23 22:25:21.432] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921444> 708,917> [21-05-23 22:25:21.444] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921455> 708,929> [21-05-23 22:25:21.455] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921468> 708,942> [21-05-23 22:25:21.468] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921480> 708,954> [21-05-23 22:25:21.480] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921492> 708,966> [21-05-23 22:25:21.492] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921504> 708,978> [21-05-23 22:25:21.504] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921516> 708,989> [21-05-23 22:25:21.516] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921527> 709,001> [21-05-23 22:25:21.527] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921539> 709,013> [21-05-23 22:25:21.539] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921551> 709,024> [21-05-23 22:25:21.551] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921562> 709,036> [21-05-23 22:25:21.562] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921574> 709,047> [21-05-23 22:25:21.574] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921585> 709,059> [21-05-23 22:25:21.585] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921597> 709,070> [21-05-23 22:25:21.596] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921608> 709,082> [21-05-23 22:25:21.608] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921620> 709,093> [21-05-23 22:25:21.620] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921634> 709,107> [21-05-23 22:25:21.634] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921645> 709,119> [21-05-23 22:25:21.645] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921657> 709,130> [21-05-23 22:25:21.656] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921668> 709,142> [21-05-23 22:25:21.668] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921679> 709,153> [21-05-23 22:25:21.679] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921691> 709,165> [21-05-23 22:25:21.691] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921717> 709,191> [21-05-23 22:25:21.717] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921729> 709,202> [21-05-23 22:25:21.729] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921740> 709,214> [21-05-23 22:25:21.740] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921751> 709,225> [21-05-23 22:25:21.751] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921762> 709,236> [21-05-23 22:25:21.762] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921774> 709,247> [21-05-23 22:25:21.774] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921785> 709,259> [21-05-23 22:25:21.785] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921797> 709,270> [21-05-23 22:25:21.796] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921808> 709,282> [21-05-23 22:25:21.808] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921819> 709,293> [21-05-23 22:25:21.819] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921831> 709,304> [21-05-23 22:25:21.831] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921842> 709,316> [21-05-23 22:25:21.842] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921853> 709,327> [21-05-23 22:25:21.853] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921865> 709,339> [21-05-23 22:25:21.865] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921877> 709,350> [21-05-23 22:25:21.877] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921888> 709,362> [21-05-23 22:25:21.888] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921890> 709,364> [21-05-23 22:25:21.890] > ZNet: SRakNet -> SZombienet: OnClosedConnection
LOG  : Network     , 1684707921891> 709,365> [21-05-23 22:25:21.891] > ZNet: OnClosedConnection: reason=ConnectionLost port=256
LOG  : Network     , 1684707921892> 709,366> [21-05-23 22:25:21.892] > ConnectionManager: [RakNet] "connection-lost" connection: guid=738590418307476830 ip=191.152.221.158 steam-id=76561198433892438 access= username="douglasJovenil" connection-type="Disconnected"
LOG  : Network     , 1684707921900> 709,374> [21-05-23 22:25:21.900] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921910> 709,384> [21-05-23 22:25:21.910] > ConnectionManager: [disconnect] "receive-disconnect" connection: guid=738590418307476830 ip=191.152.221.158 steam-id=76561198433892438 access= username="douglasJovenil" connection-type="Disconnected"
LOG  : Network     , 1684707921911> 709,385> [21-05-23 22:25:21.911] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921923> 709,396> [21-05-23 22:25:21.923] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921934> 709,408> [21-05-23 22:25:21.934] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921946> 709,420> [21-05-23 22:25:21.946] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921957> 709,431> [21-05-23 22:25:21.957] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921969> 709,442> [21-05-23 22:25:21.969] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921980> 709,454> [21-05-23 22:25:21.980] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707921992> 709,465> [21-05-23 22:25:21.992] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922003> 709,477> [21-05-23 22:25:22.003] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922015> 709,488> [21-05-23 22:25:22.015] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922026> 709,500> [21-05-23 22:25:22.026] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922038> 709,511> [21-05-23 22:25:22.038] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922050> 709,523> [21-05-23 22:25:22.049] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922061> 709,535> [21-05-23 22:25:22.061] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922073> 709,547> [21-05-23 22:25:22.073] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922084> 709,558> [21-05-23 22:25:22.084] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922096> 709,570> [21-05-23 22:25:22.096] > ZNet: RakNetRecvFrom: Unknown sender 76561198433892438
LOG  : Network     , 1684707922244> 709,718> [21-05-23 22:25:22.244] > ZNet: Finally disconnected client 76561198433892438
LOG  : Network     , 1684707922245> 709,719> [21-05-23 22:25:22.245] > ZNet: SZombienet -> SZombienet: CloseConnection
LOG  : Network     , 1684707922246> 709,720> [21-05-23 22:25:22.246] > ZNet: CloseConnection: Finally disconnected (1101) SteamID=76561198433892438
LOG  : Network     , 1684707922247> 709,721> [21-05-23 22:25:22.247] > ZNet: SZombienet -> SSteamSDK: CloseP2PSessionWithUser
LOG  : Network     , 1684707922249> 709,723> [21-05-23 22:25:22.249] > ZNet: SZombienet -> SSteamSDK: EndAuthSession
LOG  : Network     , 1684707946042> 733,516> [21-05-23 22:25:46.042] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1684707946043> 733,517> [21-05-23 22:25:46.043] > ZNet: OnP2PSessionRequest: idx=1 SteamID=76561198433892438
LOG  : Network     , 1684707946044> 733,518> [21-05-23 22:25:46.044] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : Network     , 1684707949693> 737,167> [21-05-23 22:25:49.693] > ZNet: SRakNet -> SZombienet: RakNetRecvFrom
LOG  : Network     , 1684707949694> 737,168> [21-05-23 22:25:49.694] > ZNet: SZombienet -> SZombienet: OnMsgVersionMessage
LOG  : Network     , 1684707949695> 737,169> [21-05-23 22:25:49.695] > ZNet: Client version=41.78.16 matches server version=41.78.16
LOG  : Network     , 1684707949696> 737,169> [21-05-23 22:25:49.696] > ZNet: hnote over SZombienet : **ZNetServerInfoMessage**
LOG  : Network     , 1684707949696> 737,170> [21-05-23 22:25:49.696] > ZNet: SZombienet -> SSteamSDK: SendP2PPacket
LOG  : Network     , 1684707964941> 752,415> [21-05-23 22:26:04.941] > ZNet: SRakNet -> SZombienet: OnNewConnection
LOG  : Network     , 1684707964942> 752,416> [21-05-23 22:26:04.942] > ZNet: OnNewConnection: 4.157.172.162:256 incoming=1 state=Connected
LOG  : Network     , 1684707964944> 752,418> [21-05-23 22:26:04.944] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1684707964945> 752,419> [21-05-23 22:26:04.945] > ConnectionManager: [RakNet] "new-incoming-connection" connection: guid=738590418307476830 ip=null steam-id=0 access= username="null" connection-type="Disconnected"
LOG  : Network     , 1684707965268> 752,742> [21-05-23 22:26:05.268] > ZNet: SRakNet -> SZombienet: OnReceive
LOG  : Network     , 1684707965269> 752,743> [21-05-23 22:26:05.269] > ZNet: SZombienet -> SZombienet: ProcessPacket
LOG  : Network     , 1684707965270> 752,744> [21-05-23 22:26:05.270] > ZNet: Client has begun authentication
LOG  : Network     , 1684707965271> 752,745> [21-05-23 22:26:05.271] > ZNet: SZombienet -> SZombienet: OnClientBeginAuth
LOG  : General     , 1684707965272> 752,746> Steam client 76561198433892438 is initiating a connection.
LOG  : Network     , 1684707965275> 752,749> [21-05-23 22:26:05.275] > ZNet: got token from the client
LOG  : Network     , 1684707965277> 752,750> [21-05-23 22:26:05.277] > ZNet: SZombienet -> SSteamSDK: BeginAuthSession
LOG  : Network     , 1684707965278> 752,752> [21-05-23 22:26:05.278] > ZNet: BeginAuthSession() ok
LOG  : Network     , 1684707966642> 754,116> [21-05-23 22:26:06.642] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1684707966643> 754,117> [21-05-23 22:26:06.643] > ZNet: OnValidateAuthTicketResponse response=OK SteamID=76561198433892438
LOG  : Network     , 1684707966644> 754,117> [21-05-23 22:26:06.644] > ZNet: Auth succeeded
LOG  : Network     , 1684707966644> 754,118> [21-05-23 22:26:06.644] > ZNet: hnote over SZombienet : **mtMsgServerAuthPassed**
LOG  : Network     , 1684707966645> 754,119> [21-05-23 22:26:06.645] > ZNet: SZombienet -> SZombienet: SendServerMessage
DEBUG: Voice       , 1684707966680> 754,154> VoiceManager.VoiceConnectAccept     > uuid=a4000127db96d5e
LOG  : Network     , 1684707966907> 754,381> [21-05-23 22:26:06.907] > ConnectionManager: [receive-packet] "login" connection: guid=738590418307476830 ip=null steam-id=0 access= username="null" connection-type="Steam"
LOG  : Network     , 1684707966909> 754,382> [21-05-23 22:26:06.908] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1684707966909> 754,383> [21-05-23 22:26:06.909] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientSteamID
LOG  : Network     , 1684707966910> 754,384> [21-05-23 22:26:06.910] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientOwnerSteamID
LOG  : General     , 1684707966912> 754,386> User dogros is trying to connect.
DEBUG: Multiplayer , 1684707966918> 754,392> GameServer.receiveLogin             > User dogros ping 17 ms
LOG  : Network     , 1684707966983> 754,457> [21-05-23 22:26:06.983] > ConnectionManager: [receive-packet] "client-connect" connection: guid=738590418307476830 ip=4.157.172.162 steam-id=76561198433892438 access= username="dogros" connection-type="Steam"
LOG  : Network     , 1684707966984> 754,458> Connected new client dogros ID # 0
DEBUG: Multiplayer , 1684707966987> 754,461> RequestDataPacket.sendConnectingDetails> ConnectionDetails 53975b
LOG  : Network     , 1684707966988> 754,461> [21-05-23 22:26:06.988] > ConnectionManager: [send-packet] "connection-details" connection: guid=738590418307476830 ip=4.157.172.162 steam-id=76561198433892438 access= username="dogros" connection-type="Steam"
LOG  : Network     , 1684707980843> 768,317> [21-05-23 22:26:20.843] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1684707980844> 768,318> [21-05-23 22:26:20.844] > ZNet: OnValidateAuthTicketResponse response=AuthTicketCanceled SteamID=76561198433892438
LOG  : Network     , 1684707980845> 768,319> [21-05-23 22:26:20.845] > ZNet: Auth failed response=AuthTicketCanceled state=3 SteamID=76561198433892438
LOG  : Network     , 1684707980846> 768,320> [21-05-23 22:26:20.846] > ZNet: hnote over CZombienet : **ZNetAuthFailedMessage**
LOG  : Network     , 1684707980847> 768,321> [21-05-23 22:26:20.847] > ZNet: SZombienet -> SZombienet: SendServerMessage
LOG  : Network     , 1684707980848> 768,322> [21-05-23 22:26:20.848] > ZNet: Disconnect: AuthTicketCanceled (1104) SteamID=76561198433892438
LOG  : Network     , 1684707981944> 769,417> [21-05-23 22:26:21.943] > ZNet: Finally disconnected client 76561198433892438
LOG  : Network     , 1684707981945> 769,418> [21-05-23 22:26:21.944] > ZNet: SZombienet -> SZombienet: CloseConnection
LOG  : Network     , 1684707981945> 769,419> [21-05-23 22:26:21.945] > ZNet: CloseConnection: Finally disconnected (1101) SteamID=76561198433892438
LOG  : Network     , 1684707981946> 769,420> [21-05-23 22:26:21.946] > ZNet: SZombienet -> SSteamSDK: CloseP2PSessionWithUser
LOG  : Network     , 1684707981949> 769,422> [21-05-23 22:26:21.948] > ZNet: SZombienet -> SSteamSDK: EndAuthSession
LOG  : Network     , 1684707982444> 769,917> [21-05-23 22:26:22.444] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1684707982445> 769,918> [21-05-23 22:26:22.444] > ZNet: OnP2PSessionRequest: idx=1 SteamID=76561198433892438
LOG  : Network     , 1684707982445> 769,919> [21-05-23 22:26:22.445] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : Network     , 1684707985377> 772,850> [21-05-23 22:26:25.377] > ZNet: SRakNet -> SZombienet: OnClosedConnection
LOG  : Network     , 1684707985378> 772,851> [21-05-23 22:26:25.378] > ZNet: OnClosedConnection: reason=ConnectionLost port=256
LOG  : Network     , 1684707985379> 772,852> [21-05-23 22:26:25.379] > ConnectionManager: [RakNet] "connection-lost" connection: guid=738590418307476830 ip=4.157.172.162 steam-id=76561198433892438 access= username="dogros" connection-type="Disconnected"
LOG  : Network     , 1684707985394> 772,867> [21-05-23 22:26:25.393] > ConnectionManager: [disconnect] "receive-disconnect" connection: guid=738590418307476830 ip=4.157.172.162 steam-id=76561198433892438 access= username="dogros" connection-type="Disconnected"
LOG  : Network     , 1684707997442> 784,916> [21-05-23 22:26:37.442] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionConnectFail
LOG  : Network     , 1684707997443> 784,917> [21-05-23 22:26:37.443] > ZNet: OnP2PSessionConnectFail: "Timeout"
LOG  : Network     , 1684708012543> 800,017> [21-05-23 22:26:52.543] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionConnectFail
